Area_Id,Area,Latitude,Longitude
7438,Noombal-Sivan Kovil,13.0555,80.1403
7740,Nungambakkam-Income Tax Bus Stop,13.057089,80.248566
7440,Nungambakkam-Loyola College MTC Bus Stop,13.0646,80.2348
7442,Nungambakkam-Police Station,13.0599,80.2426
7801,Nungambakkam-Railway Station,13.065768,80.232558
7441,Nungambakkam-Sterling Road MTC Bus Stop,13.0652,80.2398
7741,Old Pallavaram-Murugan Kovil,12.9631,80.172
7403,Old Perungalathur-Lakshmipuram MTC Bus Stop,12.9253,80.101
7444,Old Perungalathur-MTC Bus stop,12.919053,80.083817
7445,Old Washermanpet-Cemetry Road,13.1099,80.2811
7446,Old Washermanpet-Maharani,13.1174,80.2843
7314,Old Washermanpet-Pandiyan Theatre,13.1127,80.2817
7449,Ottery-Podi Kadai Bus stop,13.0974,80.248
7315,Ottery-Saravana Theatre bus stop,13.0939,80.2509
7448,Ottery-T.B Hospital,13.097,80.2454
7447,Ottery-Vandalur Bus stop,12.8935,80.082
7742,Ottiambakkam-Bus stop,12.8623,80.1913
7450,Padapai-Bus stop,12.88654,80.021599
14465,Padapai-Nariyambakkam Bus Stop,12.868529,79.972316
7451,Padi-Lucas Tvs,13.1037301,80.1863286
7452,Padi-Opp To Britannia,13.0983,80.1807
7453,Padur- Hindustan College(Opp),12.801485,80.223491
7454,Palavakkam-Arch,12.9631,80.2568
7743,Palavakkam-Panchayat Office,12.9611,80.2562
7459,Pallavaram Bypass-Shell Petrol Bunk,12.9521,80.1703
7460,Pallavaram Bypass-Viduthalai Nagar Stop,12.9484,80.1998
7457,Pallavaram-Bridge Beginning,12.9587,80.1503
7836,Pallavaram-Inayath Mahal,12.9699,80.1459
7455,Pallavaram-MTC Bus Stop,12.9695,80.1502
7456,Pallavaram-Signal,12.9667,80.1489
7465,Pallikaranai-Balaji Dental College,12.9433,80.2073
7461,Pallikaranai-Bus stop,12.9339,80.2039
7802,Pallikaranai-Kamakshi Hospital,12.949049,80.210026
7464,Pallikaranai-Narayanapuram Bus Stop,12.9399,80.2056
7463,Pallikaranai-Oil Mill,12.92959,80.202776
7462,Pallikaranai-Panchayat office,12.9331,80.2041
7744,Pallikaranai-Puliyamaram Bus Stop,12.921,80.1969
7468,Pammal-Krishna Nagar,12.9729,80.1385
7469,Pammal-MTC Bus Stand,12.9743,80.1352
7467,Pammal-SHANKAR NAGAR (Meenakshi poly technic),12.9661,80.1271
7470,Panaiyur-Mayajaal,12.848677,80.240862
7856,Pappanchatram-Bus stop,13.0328,80.0374
7745,Paraniputhur- Murugan Kovil Bus stop,13.020406,80.133291
7471,Paraniputhur-Bus Stop,13.021,80.1269
7473,Patalam-Bus Stop,13.097,80.2592
7746,Patalam-Mahalakshmi theatre,13.097553,80.256589
7861,Pattabiram -Railway Station,13.1185,80.0653
7474,Pattabiram-Bhavani amman koil,13.1232,80.0684
7475,Pattabiram-Bus stop,13.121,80.0648
7803,Pattabiram-Hindu College,13.1192,80.0739
7476,Pattabiram-Sekkadu Bus Stop,13.1193,80.0796
7877,Pattabiram-Thandurai Govt Elementary School,13.1096,80.061
7478,Pattalam-Bhuvaneshwari Theatre,13.0916,80.2587
7833,Pattalam-Vasanthi Theatre Bus Stop,13.0932,80.2588
7852,Pattaravakkam-Railway Station,13.1149,80.1664
7479,Pattravakkam-Bus stop,13.1093,80.1675
7747,Pattur-Bus Stop,13.0231,80.1185
7480,Pazhavanthangal-Railway Station,12.99,80.187
7482,Perambur-B&C Mill,13.103403,80.258359
7486,Perambur-Bus Terminus,13.108325,80.248253
7484,Perambur-Jamalia,13.1062,80.2503
7485,Perambur-Railway Station,13.108134,80.244588
7483,Perambur-Ramana Nagar Bus Stop,13.124514,80.241957
7748,Perambur-Sri Brindha theatre,13.1192,80.2426
7481,Perambur-Venus,13.1124,80.2364
7487,Peravallur-Near Don Bosco School,13.1217,80.2409
7488,Periamet-Everest Hotel,13.0808,80.2669
7749,Periamet-Masjid,13.0845,80.2702
7750,Periyapannicherry-Bus Stop,13.012533,80.131915
7489,Periyar Nagar-Bus Depot,13.1165,80.2241
7751,Periyar Nagar-EB Office,13.117945,80.219586
7490,Periyar Nagar-State Bank,13.1137,80.2264
14223,Perumbakkam Global Hospital - Bus Stop,12.905428,80.207956
7491,Perumbakkam-MTC Bus Stop,12.90759,80.199679
7870,Perumbakkam-Nookampalayam Village Bus stop,12.890865,80.197859
7492,Perungudi-CTS Office,12.9635,80.2445
7494,Perungudi-MTC Bus Stop,12.9595,80.2449
7493,Perungudi-Toll Gate,12.9566,80.2434
7495,Pondy Bazaar-Bus Stand,13.0407,80.2384
7752,Ponmar-Bus stop,12.856863,80.171889
7497,Ponniammanmedu-Bus stop,13.1390819,80.2275131
7496,Ponniammanmedu-RTO Office signal,13.1358,80.2165
7499,Poonamallee-Court,13.05096,80.0941627
7498,Poonamallee-GH Hospital,13.0505,80.0993
7753,Poonamallee-Kalarai Bus Stop,13.049146,80.105746
7757,Porur -Signal Kumar Sweets,13.0348,80.1562
7304,Porur Kolapakkam-MTC Bus Stop,13.0101,80.1491
7503,Porur-Cognizant DLF,13.0233,80.1754
7502,Porur-Lakshmi Nagar Bus Stop,13.0383,80.1651
7755,Porur-Samayapuram Bus Stop,13.0407,80.1508
7501,Porur-Shakthi Nagar (ICICI Bank),13.0315,80.1645
7756,Porur-Toll gate,13.044022,80.149335
7504,Potheri-Bus stop,12.8202,80.0368
7505,Pozhichalur-Bus stop,12.9896,80.1438
7872,Pozhichalur-Cowl Bazaar Bus stop,12.9888,80.1509
7758,Pozhichalur-Nehru Nagar Bus Stop,12.9818,80.1377
14469,Pudhupakkam- Cosmo city,12.8114326,80.1964433
7759,Pudupet-Chitra Theatre,13.068862,80.267525
7506,Pudupet-Egmore Court,13.0727,80.2627
7507,Pulianthope-Police Station,13.099974,80.259849
7508,Pulianthope-TB Hospital,13.0993,80.2635
7509,Purasaivakkam-Abhirami Theatre,13.0863,80.2474
7512,Purasaivakkam-Dasaprakash MTC Bus Stop,13.0789,80.254
7832,Purasaivakkam-Mekala Theater Bus Stop,13.0868,80.2506
7510,Purasaivakkam-Motcham Theatre,13.0847,80.2502
7511,Purasaivakkam-Welcome Hotel,13.0857,80.2546
7513,Puzhal-Central Jail Bus stop,13.1641,80.2021
7760,Puzhal-Cycle shop Bus stop,13.1533,80.2083
7514,Puzhuthivakkam-Bata Store,12.9715,80.191
7515,Puzhuthivakkam-Bus stop,12.974,80.2025
7517,R A puram-Kaliappa Hospital,13.0271,80.256
7516,R A puram-Sathya Studio,13.016088,80.259467
7518,Rajakadai-Bus Stop,13.1512,80.2997
7519,Rajakilpakkam-Bus stop,12.922444,80.15193
7520,Rajakilpakkam-Junction Bus Stop,12.9228,80.1516
7522,Ramapuram-Indian Bank,13.0261,80.183
7521,Ramapuram-Park Dugar MTC Bus Stop,13.025486,80.175995
7523,Red Hills-Bus Station,13.193081,80.184076
7859,Red Hills-Gandhi Nagar-Bus stop,13.1953,80.1682
7858,Red Hills-Padiyanallur-Bus stop,13.2041,80.1753
7524,Retteri-Mtc Bus Stop,13.131,80.2141
7616,Royapettah-Amir Mahal,13.0561,80.268
7527,Royapettah-Govt. Hospital,13.05449,80.264356
7804,Royapettah-New College,13.05407,80.261073
7864,Royapettah-S.A. Marriage Hall,13.0535,80.2688
7530,Royapuram-Bus Stop,13.1092,80.2916
7882,Royapuram-Coast Guard Bus stop,13.1185,80.2932
7529,Royapuram-RSRM Hospital,13.1086,80.2883
7532,Saidapet-Bus Stand,13.0236581,80.2279047
7533,Saidapet-Court Bus stop,13.0145,80.2262
7531,Saidapet-Hyundi Show room,13.0259,80.2301
7805,Saligramam-Avichi School,13.047758,80.197758
7534,Saligramam-Bus Terminus,13.054,80.197
7535,Saligramam-Dasaratha Puram Bus stop,13.0585,80.204
7536,Saligramam-Prasad Lab,13.0558,80.2041
7629,Saligramam-SSR Pankajam Theatre,13.0521,80.2044
7537,Santhome-Chettinad School,13.0181,80.2695
7538,Santhome-Church,13.0334,80.2778
7539,Santhoshapuram-Bus stop,12.9197,80.1713
7762,Selaiyur-Canara Bank,12.915269,80.144053
7540,Selaiyur-MTC Stop,12.9225,80.1372
7838,Selaiyur-Pathuvanchery Bus Stop,12.8868,80.1489
7541,Sembakkam-MTC Bus Stop,12.923276,80.159895
14234,Semmancheri- DLF Garden City,12.872309,80.205877
7763,Semmancheri-Aalamaram Bus stop,12.861,80.2267
7542,Semmancheri-Tsunami Colony Bypass Road,12.877014,80.208362
7842,Senneerkuppam-Bus stop,13.055807,80.113969
13792,Sevvapet Bus stop,13.125932,79.96522
7544,Shenoy Nagar-Bus stop,13.082,80.2255
7545,Shenoy Nagar-Pachiyappas College,13.075694,80.232805
7860,Sholinganallur-Central Park,12.8963,80.223
7547,Sholinganallur-Check Post,12.8996,80.2279
7549,Sholinganallur-ECR Toll,12.9008,80.2317
7548,Sholinganallur-Infosys,12.891359,80.227747
7764,Shollinganallur-Dollar Bus stop,12.907477,80.228232
7550,Siruseri-Bus stop,12.8332,80.2287
7848,Siruseri-PSBB school,12.823,80.198
7553,Sithalapakkam-Bus stop,12.8975,80.1821
7844,Sithalapakkam-Housing board bus stop,12.8911,80.1758
7551,Sithalapakkam-Panchayat board Bus Stop,12.8874,80.1842
7552,Sithalapakkam-Veerabadran Nagar Bustop (Maambakkam Main road),12.906734,80.188994
13788,Sitharkadu Bus Stop,13.089348,80.057566
14450,Somangalam Bus Stop,12.946259,80.035631
14464,Sriperumbudur - Pennalur EB Bus Stop,12.985187,79.97546
7556,Sriperumbudur-Anjugam Nagar Bus Stop,12.9781,80.0529
7555,Sriperumbudur-Bus Stop,12.9671,79.9467
7557,SRP Tools-MTC Bus Stop,12.9799,80.2528
14156,SSM Nagar Allapakkam - New Perungalathur,12.8915021,80.1167374
7559,St.Thomas Mount-Jothi Theatre,13.0074,80.2013
7558,St.Thomas Mount-OTA,12.9988,80.1927
7560,Sunnambhukolathur-Bus stop,12.9485,80.1991
7561,Surapet-Bus stop,13.144149,80.18814
7563,T Nagar-Bus Stand,13.034473,80.230347
7568,T Nagar-Hindi Prashara Shabha,13.0354,80.2394
7806,T Nagar-kannamapet,13.030419,80.22821
7787,T Nagar-North Usman road Rainbow hotel,13.053306,80.23451
7807,T Nagar-Panagal park,13.042127,80.233102
7569,T Nagar-Quality Inn Sabari,13.0478,80.2399
7570,T Nagar-Residency Hotel,13.0455,80.2407
7566,T Nagar-Ttdc Temple,13.0359,80.2366
7571,T.T.K Road-Opp. Music Academy,13.0457,80.2596
7808,Tambaram East-Adi Nagar,12.922604,80.133361
7765,Tambaram East-Bharathamadha st Poondi Bazzer-Univercell,12.9231,80.1257
7810,Tambaram East-Camp Road,12.922388,80.141621
7573,Tambaram East-Fathima Church,12.92348,80.117382
7811,Tambaram East-MES Road,12.9188,80.116
7812,Tambaram East-Varadhararajapuram,12.923,80.1261
7579,Tambaram Sanatorium-Bus stop,12.9374,80.1281
14448,Tambaram West- Varadharajapuram Bus Stop,12.940609,80.083337
7768,Tambaram West-Gandi Road -Karur vysya Bank Atm,12.92679,80.114035
7580,Tambaram West-Kannadapalayam Bus stop,12.9357576,80.1017607
7875,Tambaram West-Kulakkarai Bus Stop,12.9256,80.1043
7583,Tambaram West-Main Bus Stand,12.92479,80.115816
7582,Tambaram West-MR Theatre,12.9254,80.1155
7581,Tambaram West-Thirumudivakkam Bus stop,12.9675,80.0865
7585,Teynampet-DMS Bus Stop,13.0473,80.2487
7584,Teynampet-SIET College,13.0354,80.248
14470,Thaiyur - Panchayat office - Bus stop,12.774659,80.193701
7586,Thalambur-Bus stop,12.8473,80.2
7587,Thandalam-Bus stop,13.0155,80.0038
7588,Tharamani-MTC Bus Stop,12.98123,80.242706
7591,Thirumangalam-Bus stop,13.0854109,80.1992254
7592,Thirumazhumisai-Bus stop,13.0553,80.0566
7818,Thirumudivakkam-Bus stop,12.9675,80.0865
7771,Thirumullaivoyal-Cholambedu Bus stop,13.1204262,80.1364108
7846,Thirumullaivoyal-Manikandapuram Bus stop,13.1305,80.1362
7595,Thirumullaivoyal-MTC Bus Stop,13.1313,80.1313
7594,Thirumullaivoyal-Police Station,13.1244,80.1167
7769,Thirumullaivoyal-Saraswathi Nagar Bus Stop,13.135105,80.141614
7865,Thirumullaivoyal-Sivan kovil,13.1365,80.1315
7770,Thirumullaivoyal-Stedeford Hospital Bus Stop,13.124444,80.143557
7593,Thirumullaivoyal-Vaishnavi Nagar MTC Bus Stop,13.1285,80.1236
7772,Thirumullaivoyal-Venkatachalam Nagar Arch Bus Stop,13.1457,80.1356
7773,Thiruneermalai-Kamarajapuram Bus Stop,12.9722,80.123
7774,Thirunindravur-Jaya Engineering College,13.1356811,80.0454263
7813,Thirunindravur-Nemelicheri,13.1212,80.0449
7814,Thirunindravur-Railway station,13.1236,80.0271
7599,Thirusulam-Railway Station,12.9803,80.1655
7600,Thiruvanmiyur-Below Mrts Bridge(Tidel/Elnet),12.987406,80.251708
7602,Thiruvanmiyur-Depot,12.987474,80.258992
7601,Thiruvanmiyur-Jayanthi Theatre,12.988726,80.255819
7603,Thiruvanmiyur-RTO,12.9777,80.2593
7775,Thiruverkadu-Devi Karumariamman Temple Bus stop,13.069124,80.124033
7604,Thiruverkadu-Saveetha Dental College,13.0549,80.124
7777,Thiruvottiyur-Ellai Amman Koil Temple,13.1581,80.3016
7776,Thiruvottiyur-Theradi Bus stop,13.1609,80.3027
7605,Thiruvottiyur-Tollgate Bus Stop,13.1444,80.2968
7606,Thoraipakkam - Reliance Trends,12.9290794,80.2314878
7607,Thoraipakkam- PTC Quaters,12.933855,80.232735
7815,Thoraipakkam-ASV Suntech Park,12.9395,80.2343
7778,Thoraipakkam-Chennai One,12.95,80.2322
7609,Thoraipakkam-Jain College,12.946641,80.239606
7826,Thoraipakkam-Tea Shop,12.95243,80.241767
7610,Thousand Lights-Apollo hospital,13.0628,80.2518
7611,Thousand Lights-Peters Mosque  Saravana Bhavan,13.0553,80.2549
14452,Tondiarpet - Clock Tower Bus Stop,13.122227,80.287081
7613,Tondiarpet-Apollo Hospital,13.128971,80.290742
7779,Triplicane -Parthasarathi Temple Entrance Marina Beach,13.054058,80.278298
7620,Triplicane-Ice House Bus stop,13.0525,80.2746
7619,Triplicane-Kalaivanar Arangam,13.0669,80.2751
7621,Triplicane-MAC Stadium,13.0632,80.2783
7618,Triplicane-Parthasarathi Temple Bus stop,13.0537,80.2757
7617,Triplicane-Zam Bazaar Police Station,13.058975,80.270709
7622,TVK Nagar-Bus Terminus(Agaram),13.1199,80.2324
7625,Ullagaram-Bus Stop,12.9783,80.1939
7624,Ullagaram-Kumaran Theater Bus stop,12.9722,80.1913
7626,Urapakkam-Govt. School,12.8658,80.0763
7627,Urapakkam-Tea Kadai Bus Stop,12.8621,80.0736
7628,Uthandi-Bus stop,12.869069,80.243473
7630,Vadapalani-Bus Terminus,13.0503,80.2065
7633,Vadapalani-Lakshman Shruthi Music,13.0447,80.2124
7632,Vadapalani-Shiva Temple,13.049,80.2125
7634,Vadapalani-Thiru Nagar MTC Bus Stop,13.0574,80.2116
7878,Valasaravakkam-Ganga Nagar Bus Stop,13.0533,80.1762
7635,Valasaravakkam-Kesavardhini,13.042,80.1779
7637,Valasaravakkam-MTC Bus Stop,13.0412,80.1736
7638,Valluvarkottam-Bus Stop,13.0537,80.2421
14412,Vandalur Kandigai - IIIT Institute Gate,12.839147,80.133645
7642,Vandalur-Gate,12.8933,80.0862
7644,Vandalur-Kandigai Bus stop,12.8509288,80.1406148
7645,Vandalur-Kolapakam Bus stop,12.8705,80.1069
7816,Vandalur-Rathinamangalam,12.857988,80.133757
7646,Vandikaran-Netaji Road Jn.,12.9973,80.2105
7647,Vannandurai-Bus stop,12.9963,80.2622
7648,Vanuvampettai-Church,12.9816,80.1959
7654,Velachery-Baby Nagar IBP petrol Bunk,12.981569,80.230513
7817,Velachery-Check Post,12.9976,80.2165
7780,Velachery-Check Post  Krishna Bakery,12.9971,80.2105
7652,Velachery-Concorde Motors MTC Bus Stop,13.007885,80.221219
7661,Velachery-Dhandeeswaram Nagar (MTC Bus Stop),12.9831,80.222
7663,Velachery-Gandhi Road-LIT Gate,12.987865,80.223032
7660,Velachery-Guru Nanak Collage,12.990725,80.220143
7649,Velachery-HP Petrol Bunk,12.9796,80.2184
7662,Velachery-Lake Bus Stop,12.9875,80.2181
7653,Velachery-Murugan Kalyana Mandapam,12.9839,80.2175
7656,Velachery-Railway Station,12.968363,80.21803
7651,Velachery-Ram Nagar Bus stop,12.9783154,80.2248812
7658,Velachery-Tansi Nagar Bus Stop,12.9784,80.2253
7590,Velachery-TCS,12.9821,80.2315
7659,Velachery-Vijaya Nagar Bus Stand,12.9756,80.2208
14233,Velappanchavadi- TOYOTA Showroom,13.060407,80.132878
7664,Velappanchavadi-Bus stop,13.0613,80.1382
7665,Vellakal-Bus stop,12.931591,80.181538
7666,Vellanur-Bus Stop,13.1766,80.0979
7862,Vellanur-Kanniamman Nagar-Bus stop,13.1918,80.098
13787,Vengadamangalam Bus Stop,12.86569886,80.15114843
7667,Vengaivasal-Bus stop,12.9003,80.1708
14224,Vengambakkam - Luxes Cricket Ground,12.8791137,80.1369486
7668,Vepery-Police Station,13.086,80.2629
14077,Veppampattu Railway station-Bus Stop,13.124868,79.997086
7669,Vettuvankeni-Basera Hotel,12.9323,80.2523
7670,Vettuvankeni-MTC Bus Stop,12.9386,80.2524
7672,Villivakkam-BP Petrol Bunk,13.1028,80.2081
7673,Villivakkam-Bus Stand,13.1054,80.2079
7671,Villivakkam-Nathamuni Theatre,13.1036,80.2021
7674,Virugambakkam-Elango Nagar,13.0527,80.1921
7675,Virugambakkam-National Theatre,13.0469,80.1905
7676,Virugambakkam-Sai Nagar Annai Mahal,13.0598,80.1954
7678,Vyasarpadi-Ambedkar College,13.1173,80.2605
7783,Vyasarpadi-Fire station,13.1138487,80.2554307
7677,Vyasarpadi-Kannigapuram Bus stop,13.108179,80.260396
7679,Vyasarpadi-Market,13.1147,80.2635
7685,West Mambalam-Duraiswamy Subway,13.0415,80.2276
7682,West Mambalam-Mettupalayam,13.0286,80.2199
7681,West Mambalam-Opp. Ayodhya Mandapam,13.039,80.2211
7684,West Saidapet-Aranganathan Subway,13.0282,80.2256
7784,Zamin Pallavaram-IOB bank/Jain appartments,12.960684,80.162098
7785,Zamin Pallavaram-Quba Masjid,12.965872,80.168096
7786,Zamin Pallavaram-Railway Station,12.9673,80.1526
7686,Zamin Pallavaram-Vels College,12.954704,80.159321
7152,Ambattur OT-Menambedu Bus Stop,13.121774,80.165835
7863,Chromepet West-Balaji Hospital,12.9539,80.1375
7211,Chromepet-Ramar Koil,12.9423,80.1403
7241,Guduvanchery-Main Bus Stand,12.8447,80.0616
7244,Guindy-Bus Stand Near HTC Tower,13.0081,80.2096
7247,Guindy-Raj Bhavan,13.0092,80.2283
7256,Irumbuliyur West-Bus stop,12.9171,80.1072
7265,Kadaperi-GRT,12.9353,80.1263
7272,Kandanchavadi-MTC Bus Stop,12.9654,80.2475
7279,Karapakkam-Nissi Hostel,12.9185,80.2301
7298,Kilpauk New Avadi Road-Signal,13.0822,80.2336
7796,Kodambakkam-Power House,13.0521,80.2195
7307,Kolathur-Water Tank 100 Ft. Road,13.1287,80.2116
7321,Kovilambakkam-Govt School,12.9429,80.192
7327,Koyambedu-Daniel Thomas School,13.0746,80.1928
7333,Kundrathur-Poonthandalam Bus stop,12.9981,80.0976
7866,Madambakkam-Padhuvancherry,12.8868,80.1489
7138,Maduravoyal-Meenakshi Dental College,13.053046,80.166502
7357,Manappakkam-Bus Stop,13.021,80.1834
7725,Mannivakkam -Near Murugan kovil -Bus depot,12.8849,80.0699
7867,Medavakkam- Koot Road Anjaneya Temple,12.9232,80.1831
7372,Mettukuppam-Bus stop,12.9391,80.2352
7378,MMDA-Bus Stop,13.0629,80.2117
7385,Mogappair-DAV School,13.0841,80.1817
7401,Mudichur-Padmavathy Kalyana Mandapam MTC Bus Stop,12.9208744,80.0894853
7732,Mylapore-Citi Center Bus stop,13.0435,80.2739
7414,Naduveerapattu-Adupankarai hotel,12.9477,80.0551
7735,Nazarathpet-Bus stop,13.0473,80.0808
7434,Nesapakkam-Bus stop,13.039,80.1929
7754,Porur-Vigneshwara Nagar Bus Stop,13.028257,80.151341
7761,Ramapuram-Arasa Maram Bus Stop,13.031694,80.183748
7528,Royapettah-Ajantha,13.0466,80.2664
7543,Semmancheri-Sathyabama Deemed Univercity,12.8727936,80.2265998
7854,Sholinganallur-Canara Bank,12.8979,80.2279
7554,Sowcarpet-PADMANABHA THEATRE,13.0976079,80.2751998
7564,T Nagar-Kence Towers,13.0487,80.2333
7809,Tambaram East-Air Force Station,12.9128925,80.1261582
7767,Tambaram West-SUN STAR WOMENS HOSTEL,12.9370837,80.1130822
7589,Tharamani-American International School,12.9813,80.2462
7596,Thiruneermalai-Bus stop,12.9622,80.1134
13672,Thiruporur-Bus Stop,12.7225,80.1874
7821,Thiruvottiyur-Bus Depot,13.1722,80.3054
7880,Thoraipakkam-Kannagi Nagar-Bus stop,12.926,80.2382
7623,TVK Nagar-Vetri Nagar Bus stop,13.1203,80.2322
7631,Vadapalani-Ambica Empire,13.0557,80.2116
7641,Vandalur-Zoo,12.8787,80.0814
7650,Velachery-Kaiveli,12.9638,80.216
7680,Vyasarpadi-MKB Nagar (MTC Bus Stop),13.124083,80.259154
7683,West Saidapet-Jayaraj Theatre,13.024732,80.216828
7302,kodungaiyur-RV Nagar Church Bus Stop,13.138221,80.246086
7404,Mudichur Road-Indian Over Seas Bank,12.9173,80.0802
7424,Nanganallur-Bus Depot,12.9779,80.1815
7546,Sholinganallur-Sathiyabama,12.8734494,80.2266529
7614,Tondiarpet-Depot,13.1315,80.2925
7639,Vanagaram-Bus stop,13.0606,80.1549
7347,Madipakkam-Oil Mill Bus Stop,12.9782,80.1939
7835,Puzhal-Kathirvedu Bus stop,13.1496996,80.2042768
7766,Tambaram Sanatorium-Durga Nagar Bus Stop,12.9491,80.1253
